"id","product_key","category_id","brand_id","name","quality_rating_id","in_stores","available","not_available","created_at","updated_at","picture_file_name","picture_content_type","picture_file_size","picture_updated_at","approved","user_id"
"16697",NULL,"27","3089","Black Bowfin Caviar","115",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:08:40","911caviar.com_Seafood_BlackBowfinCaviar.jpg","image/jpeg","71222","2014-01-16 12:08:38","1",NULL
"16698",NULL,"27","3089","Golden Whitefish Caviar","115",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:08:47","911caviar.com_Seafood_GoldenWhitefishCaviar.jpg","image/jpeg","59744","2014-01-16 12:08:45","1",NULL
"16699",NULL,"27","3089","Sturgeon Caviar","115",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:08:54","911caviar.com_Seafood_SturgeonCaviar.jpg","image/jpeg","61132","2014-01-16 12:08:53","1",NULL
"16700",NULL,"7","3090","Whole Coconut Milk","149",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:09:52","ATasteofThai_Coconut_WholeCoconutMilk.jpg","image/jpeg","41179","2014-01-16 12:09:51","1",NULL
"16701",NULL,"1","3092","Kombucha","172",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:10:49","A.F.Kombucha_Beverages_Kombucha.jpg","image/jpeg","166897","2014-01-16 12:10:47","1",NULL
"16702",NULL,"28","3093","Tortilla Chips (In Peanut Oil)","161",NULL,NULL,NULL,"2013-12-12 19:25:04","2013-12-12 19:25:04",NULL,NULL,NULL,NULL,"1",NULL
"16703",NULL,"9","3094","Organic Balsamic Vinegar","151",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:11:54","AcetoBeatoDeMarco_Condiments_OrganicBalsamicVinegar.jpg","image/jpeg","36722","2014-01-16 12:11:53","1",NULL
"16704",NULL,"2","3095","Sourdough Rye Bread","136",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:13:43","AcmeBakery_Bread_SourdoughRyeBread.jpg","image/jpeg","128489","2014-01-16 12:13:41","1",NULL
"16705",NULL,"2","3095","Pain Au Levain Bread","136",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:13:37","AcmeBakery_Bread_PainAuLevainBread.jpg","image/jpeg","125182","2014-01-16 12:13:35","1",NULL
"16706",NULL,"27","3096","Homestyle Herring","116",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:14:43","AcmeSmokedFish_Seafood_HomestyleHerring.jpg","image/jpeg","88607","2014-01-16 12:14:41","1",NULL
"16707",NULL,"27","3096","Herring In Wine Sauce","116",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:14:34","AcmeSmokedFish_Seafood_HerringInWineSauce.jpg","image/jpeg","90866","2014-01-16 12:14:33","1",NULL
"16708",NULL,"27","3096","Herring In Dill Sauce","116",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:14:23","AcmeSmokedFish_Seafood_HerringInDillSauce.jpg","image/jpeg","86470","2014-01-16 12:14:21","1",NULL
"16709",NULL,"24","3098","Organic Peanut Butter, Creamy","146",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:16:44","Adams_NutsandSeeds_OrganicPeanutButter_Creamy.jpg","image/jpeg","59438","2014-01-16 12:16:42","1",NULL
"16710",NULL,"24","3098","Organic Peanut Butter, Crunchy","146",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:16:38","Adams_NutsandSeeds_OrganicPeanutButter_Crunchy.jpg","image/jpeg","54877","2014-01-16 12:16:37","1",NULL
"16711",NULL,"24","3098","Natural Peanut Butter Creamy","146",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:16:31","Adams_NutsandSeeds_NaturalPeanutButterCreamy.jpg","image/jpeg","53320","2014-01-16 12:16:29","1",NULL
"16712",NULL,"24","3098","Natural Peanut Butter Creamy Unsalted","146",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:16:26","Adams_NutsandSeeds_NaturalPeanutButterCreamyUnsalted.jpg","image/jpeg","59415","2014-01-16 12:16:24","1",NULL
"16713",NULL,"24","3098","Natural Peanut Butter Crunchy","146",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:16:17","Adams_NutsandSeeds_NaturalPeanutButterCrunchy.jpg","image/jpeg","59040","2014-01-16 12:16:15","1",NULL
"16714",NULL,"24","3098","Natural Peanut Butter Crunchy Unsalted","146",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:16:11","Adams_NutsandSeeds_NaturalPeanutButterCrunchyUnsalted.jpg","image/jpeg","59543","2014-01-16 12:16:09","1",NULL
"16715",NULL,"24","3098","No Stir Peanut Butter Creamy","146",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:16:02","Adams_NutsandSeeds_NoStirPeanutButterCreamy.jpg","image/jpeg","58482","2014-01-16 12:16:00","1",NULL
"16716",NULL,"24","3098","No Stir Peanut Butter Crunchy","146",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:15:53","Adams_NutsandSeeds_NoStirPeanutButterCrunchy.jpg","image/jpeg","56262","2014-01-16 12:15:51","1",NULL
"16717",NULL,"11","3100","Whole Wheat Crackers","143",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:19:20","Ak-Mak_Crackers_WholeWheatCrackers.jpg","image/jpeg","156829","2014-01-16 12:19:18","1",NULL
"16718",NULL,"11","3100","Whole Wheat Country Style Cracker Bread","143",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:19:15","Ak-Mak_Crackers_WholeWheatCountryStyleCrackerBread.jpg","image/jpeg","126963","2014-01-16 12:19:13","1",NULL
"16719",NULL,"11","3100","Whole Wheat Round Cracker Bread","143",NULL,"0",NULL,"2013-12-12 19:25:04","2014-01-16 12:19:08","Ak-Mak_Crackers_WholeWheatRoundCrackerBread.jpg","image/jpeg","93506","2014-01-16 12:19:07","1",NULL
"16720",NULL,"4","3101","Chicken Franks","176",NULL,NULL,NULL,"2013-12-12 19:25:04","2013-12-12 19:25:05","Chicken_Franks.jpg","image/jpeg","99051","2013-12-12 19:25:04","1",NULL
"16721",NULL,"4","3101","Country Style Link Chicken Sausage","176",NULL,NULL,NULL,"2013-12-12 19:25:05","2013-12-12 19:25:06","Country_Style_Link_Chicken_Sausage.jpg","image/jpeg","90383","2013-12-12 19:25:05","1",NULL
"16722",NULL,"4","3101","Oven Roasted Turkey Breast (No Antibiotics)","176",NULL,NULL,NULL,"2013-12-12 19:25:06","2013-12-12 19:25:07","Oven_Roasted_Turkey_Breast_(no_antibiotics).jpg","image/jpeg","80132","2013-12-12 19:25:06","1",NULL
"16723",NULL,"14","3102","Palm Oil","112",NULL,NULL,NULL,"2013-12-12 19:25:07","2013-12-12 19:25:09","Palm_Oil.jpg","image/jpeg","74063","2013-12-12 19:25:07","1",NULL
"16724",NULL,"30","3103","Birch Syrup","166",NULL,NULL,NULL,"2013-12-12 19:25:09","2013-12-12 19:25:10","Birch_Syrup.jpg","image/jpeg","148313","2013-12-12 19:25:09","1",NULL
"16725",NULL,"18","3104","Organic Vanilla Bean Ice Cream","170",NULL,"0",NULL,"2013-12-12 19:25:10","2014-01-16 12:20:18","Aldenâ€™s_IceCream_OrganicVanillaBeanIceCream.jpg","image/jpeg","107671","2014-01-16 12:20:17","1",NULL
"16726",NULL,"14","3105","Beef Suet","112",NULL,NULL,NULL,"2013-12-12 19:25:10","2013-12-12 19:25:10",NULL,NULL,NULL,NULL,"1",NULL
"16727",NULL,"21","3105","Beef","118",NULL,NULL,NULL,"2013-12-12 19:25:10","2013-12-12 19:25:12","Beef.jpg","image/jpeg","51202","2013-12-12 19:25:10","1",NULL
"16728",NULL,"20","3106","Manahattan Sytle Fresh Pickles","127",NULL,"0",NULL,"2013-12-12 19:25:12","2014-01-16 12:21:25","AlexanderValleyGourmet_Lacto-fermentedVegetables_ManahattanSytleFreshPickles.jpg","image/jpeg","101072","2014-01-16 12:21:23","1",NULL
"16729",NULL,"20","3106","Outrageoous Bread And Butter Fresh Pickles","127",NULL,"0",NULL,"2013-12-12 19:25:12","2014-01-16 12:21:19","AlexanderValleyGourmet_Lacto-fermentedVegetables_OutrageoousBreadAndButterFreshPickles.jpg","image/jpeg","102464","2014-01-16 12:21:17","1",NULL
"16730",NULL,"20","3106","Spicy Bread And Butter Fresh Pickles","127",NULL,"0",NULL,"2013-12-12 19:25:12","2014-01-16 12:21:12","AlexanderValleyGourmet_Lacto-fermentedVegetables_SpicyBreadAndButterFreshPickles.jpg","image/jpeg","102608","2014-01-16 12:21:10","1",NULL
"16731",NULL,"20","3106","Traditional Raw Sauerkraut","127",NULL,"0",NULL,"2013-12-12 19:25:12","2014-01-16 12:21:05","AlexanderValleyGourmet_Lacto-fermentedVegetables_TraditionalRawSauerkraut.jpg","image/jpeg","105354","2014-01-16 12:21:04","1",NULL
"16732",NULL,"13","3107","Fertile Pastured Eggs","109",NULL,"0",NULL,"2013-12-12 19:25:12","2014-01-16 12:22:00","AlexandreFamilyEcoDairyFarms_Eggs_FertilePasturedEggs.jpg","image/jpeg","105426","2014-01-16 12:21:59","1",NULL
"16733",NULL,"17","3108","Gluten Free Oatmeal Medium","134",NULL,NULL,NULL,"2013-12-12 19:25:12","2013-12-12 19:25:13","Gluten_Free_Oatmeal_Medium.jpg","image/jpeg","72804","2013-12-12 19:25:12","1",NULL
"16734",NULL,"17","3108","Gluten Free Pinhead Oatmeal","134",NULL,NULL,NULL,"2013-12-12 19:25:13","2013-12-12 19:25:14","Gluten_Free_Pinhead_Oatmeal.jpg","image/jpeg","74205","2013-12-12 19:25:13","1",NULL
"16735",NULL,"17","3108","Oatmeal Of Alford: Pinhead","134",NULL,"0",NULL,"2013-12-12 19:25:14","2014-01-18 13:40:30","Oatmeal_of_Alford_Pinhead.jpg","image/jpeg","64522","2014-01-18 13:40:29","1",NULL
"16736",NULL,"17","3108","Oatmeal Of Alford: Fine","134",NULL,"0",NULL,"2013-12-12 19:25:14","2014-01-18 13:40:25","Oatmeal_of_Alford_Fine.jpg","image/jpeg","61408","2014-01-18 13:40:24","1",NULL
"16737",NULL,"17","3108","Oatmeal Of Alford: Rough","134",NULL,"0",NULL,"2013-12-12 19:25:14","2014-01-18 13:40:20","Oatmeal_of_Alford_Rough.jpg","image/jpeg","51085","2014-01-18 13:40:19","1",NULL
"16738",NULL,"17","3108","Oatmeal Of Alford: Medium","134",NULL,"0",NULL,"2013-12-12 19:25:14","2014-01-18 13:40:15","Oatmeal_of_Alford_Medium.jpg","image/jpeg","111697","2014-01-18 13:40:13","1",NULL
"16739",NULL,"17","3108","Oatmeal Of Alford: Scottish Porridge","134",NULL,"0",NULL,"2013-12-12 19:25:14","2014-01-18 13:40:10","Oatmeal_of_Alford_Scottish_Porridge.jpg","image/jpeg","39078","2014-01-18 13:40:08","1",NULL
"16740",NULL,"17","3108","Gluten Free Porridge","134",NULL,NULL,NULL,"2013-12-12 19:25:14","2013-12-12 19:25:15","Gluten_Free_Porridge.jpg","image/jpeg","107804","2013-12-12 19:25:14","1",NULL
"16741",NULL,"17","3108","Gluten Free Oatflakes","134",NULL,NULL,NULL,"2013-12-12 19:25:15","2013-12-12 19:25:17","Gluten_Free_Oatflakes.jpg","image/jpeg","79387","2013-12-12 19:25:15","1",NULL
"16742",NULL,"17","3108","Gluten Free Organic Medium Oatmeal","133",NULL,NULL,NULL,"2013-12-12 19:25:17","2013-12-12 19:25:18","Gluten_Free_Organic_Medium_Oatmeal.jpg","image/jpeg","110580","2013-12-12 19:25:17","1",NULL
"16743",NULL,"17","3108","Gluten Free Organic Pinhead Oatmeal","133",NULL,NULL,NULL,"2013-12-12 19:25:18","2013-12-12 19:25:19","Gluten_Free_Organic_Pinhead_Oatmeal.jpg","image/jpeg","100319","2013-12-12 19:25:18","1",NULL
"16744",NULL,"13","3109","Pastured Eggs","109",NULL,NULL,NULL,"2013-12-12 19:25:19","2013-12-12 19:25:19",NULL,NULL,NULL,NULL,"1",NULL
"16745",NULL,"28","3110","Veggie Krunch Sweet Onion Chips","161",NULL,NULL,NULL,"2013-12-12 19:25:19","2013-12-12 19:25:20","Veggie_Krunch_Sweet_Onion_Chips.jpg","image/jpeg","81202","2013-12-12 19:25:19","1",NULL
"16746",NULL,"1","3111","Soft Drink Kvas","172",NULL,NULL,NULL,"2013-12-12 19:25:20","2013-12-12 19:25:21","Soft_Drink_Kvas.jpg","image/jpeg","49425","2013-12-12 19:25:20","1",NULL
"16747",NULL,"1","3111","Rye Bread Kvas","172",NULL,NULL,NULL,"2013-12-12 19:25:21","2013-12-12 19:25:23","Rye_Bread_Kvas.jpg","image/jpeg","46519","2013-12-12 19:25:21","1",NULL
"16748",NULL,"7","3112","Coconut Flour","148",NULL,NULL,NULL,"2013-12-12 19:25:23","2013-12-12 19:25:24","Coconut_Flour.jpg","image/jpeg","79919","2013-12-12 19:25:23","1",NULL
"16749",NULL,"14","3112","Dmeâ„¢ Organic Virgin Coconut Oil","112",NULL,"0",NULL,"2013-12-12 19:25:24","2014-01-25 05:55:43","DMEâ„¢_Organic_Virgin_Coconut_Oil.jpg","image/jpeg","85187","2014-01-25 05:55:41","1",NULL
"16750",NULL,"14","3112","Premium Organic Virgin Coconut Oil","112",NULL,NULL,NULL,"2013-12-12 19:25:24","2013-12-12 19:25:25","Premium_Organic_Virgin_Coconut_Oil.jpg","image/jpeg","94683","2013-12-12 19:25:24","1",NULL
"16751",NULL,"14","3112","Red Palm Oil","113",NULL,NULL,NULL,"2013-12-12 19:25:25","2013-12-12 19:25:26","Red_Palm_Oil.jpg","image/jpeg","86380","2013-12-12 19:25:25","1",NULL
"16752",NULL,"2","3113","Sprouted Wheat Tortillas (Any Size)","137",NULL,NULL,NULL,"2013-12-12 19:25:26","2013-12-12 19:25:27","Sprouted_Wheat_Tortillas_(any_size).jpg","image/jpeg","116168","2013-12-12 19:25:26","1",NULL
"16753",NULL,"4","4170","Beef Summer Sausage","176",NULL,"0",NULL,"2013-12-12 19:25:28","2014-02-10 20:55:35","Summer_Sausage.jpg","image/jpeg","134569","2013-12-12 19:25:28","1",NULL
"16755",NULL,"21","4170","Beef","118",NULL,"0",NULL,"2013-12-12 19:25:30","2014-02-10 20:46:07","Beef.jpg","image/jpeg","138526","2013-12-12 19:25:30","1",NULL
"16756",NULL,"21","4170","Poultry","118",NULL,"0",NULL,"2013-12-12 19:25:32","2014-02-10 20:45:31","Poultry.jpg","image/jpeg","129386","2013-12-12 19:25:32","1",NULL
"16757",NULL,"30","3117","Raw Honey","166",NULL,"0",NULL,"2013-12-12 19:25:33","2014-01-16 12:25:03","AmesFarm_Sweeteners_RawHoney.jpg","image/jpeg","49516","2014-01-16 12:25:01","1",NULL
"16758",NULL,"30","3118","Buckwheat Raw Honey","166",NULL,"0",NULL,"2013-12-12 19:25:33","2014-01-18 13:41:48","BUCKWHEAT_RAW_HONEY.jpg","image/jpeg","105562","2014-01-18 13:41:47","1",NULL
"16759",NULL,"30","3118","Clover Raw Honey","166",NULL,"0",NULL,"2013-12-12 19:25:33","2014-01-18 13:41:43","CLOVER_RAW_HONEY.jpg","image/jpeg","82960","2014-01-18 13:41:42","1",NULL
"16760",NULL,"30","3118","Wild Flower Raw Honey","166",NULL,"0",NULL,"2013-12-12 19:25:33","2014-01-18 13:41:38","WILD_FLOWER_RAW_HONEY.jpg","image/jpeg","94317","2014-01-18 13:41:37","1",NULL
"16761",NULL,"7","3120","Canned Coconut Water","149",NULL,"0",NULL,"2013-12-12 19:25:33","2014-01-07 19:53:25",NULL,NULL,NULL,NULL,"1",NULL
"16762",NULL,"29","3121","Organic Light In Sodium - Lentil Vegetable Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:33","2013-12-12 19:25:34","Organic_Light_in_Sodium_-_Lentil_Vegetable_Soup.jpg","image/jpeg","67192","2013-12-12 19:25:33","1",NULL
"16763",NULL,"29","3121","Organic Lentil Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:35","2013-12-12 19:25:36","Organic_Lentil_Soup.jpg","image/jpeg","57004","2013-12-12 19:25:35","1",NULL
"16764",NULL,"29","3121","Organic Black Bean Vegetable Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:36","2013-12-12 19:25:37","Organic_Black_Bean_Vegetable_Soup.jpg","image/jpeg","62348","2013-12-12 19:25:36","1",NULL
"16765",NULL,"29","3121","Organic Split Pea Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:37","2013-12-12 19:25:38","Organic_Split_Pea_Soup.jpg","image/jpeg","57570","2013-12-12 19:25:37","1",NULL
"16766",NULL,"29","3121","Organic Lentil Vegetable Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:38","2013-12-12 19:25:39","Organic_Lentil_Vegetable_Soup.jpg","image/jpeg","63552","2013-12-12 19:25:38","1",NULL
"16767",NULL,"29","3121","Organic Vegetable Barley Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:39","2013-12-12 19:25:40","Organic_Vegetable_Barley_Soup.jpg","image/jpeg","58812","2013-12-12 19:25:39","1",NULL
"16768",NULL,"29","3121","Organic Light In Sodium - Chunky Tomato Bisque","158",NULL,NULL,NULL,"2013-12-12 19:25:40","2013-12-12 19:25:41","Organic_Light_in_Sodium_-_Chunky_Tomato_Bisque.jpg","image/jpeg","66378","2013-12-12 19:25:40","1",NULL
"16769",NULL,"29","3121","Organic Chunky Tomato Bisque","158",NULL,NULL,NULL,"2013-12-12 19:25:41","2013-12-12 19:25:42","Organic_Chunky_Tomato_Bisque.jpg","image/jpeg","67716","2013-12-12 19:25:41","1",NULL
"16770",NULL,"29","3121","Organic Chunky Vegetable Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:43","2013-12-12 19:25:44","Organic_Chunky_Vegetable_Soup.jpg","image/jpeg","68463","2013-12-12 19:25:43","1",NULL
"16771",NULL,"29","3121","Organic Cream Of Tomato Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:44","2013-12-12 19:25:45","Organic_Cream_of_Tomato_Soup.jpg","image/jpeg","60262","2013-12-12 19:25:44","1",NULL
"16772",NULL,"29","3121","Organic Fire Roasted Southwestern Vegetable Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:45","2013-12-12 19:25:46","Organic_Fire_Roasted_Southwestern_Vegetable_Soup.jpg","image/jpeg","66400","2013-12-12 19:25:45","1",NULL
"16773",NULL,"29","3121","Organic Light In Sodium - Lentil Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:46","2013-12-12 19:25:47","Organic_Light_in_Sodium_-_Lentil_Soup.jpg","image/jpeg","64087","2013-12-12 19:25:46","1",NULL
"16774",NULL,"29","3121","Organic Light In Sodium - Cream Of Tomato Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:47","2013-12-12 19:25:49","Organic_Light_in_Sodium_-_Cream_of_Tomato_Soup.jpg","image/jpeg","63823","2013-12-12 19:25:47","1",NULL
"16775",NULL,"29","3121","Organic Light In Sodium - Split Pea Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:49","2013-12-12 19:25:50","Organic_Light_in_Sodium_-_Split_Pea_Soup.jpg","image/jpeg","64948","2013-12-12 19:25:49","1",NULL
"16776",NULL,"29","3121","Organic Tuscan Bean & Rice Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:50","2013-12-12 19:25:52","Organic_Tuscan_Bean___Rice_Soup.jpg","image/jpeg","69521","2013-12-12 19:25:50","1",NULL
"16777",NULL,"29","3121","Organic Hearty French Country Vegetable Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:52","2013-12-12 19:25:53","Organic_Hearty_French_Country_Vegetable_Soup.jpg","image/jpeg","74030","2013-12-12 19:25:52","1",NULL
"16778",NULL,"29","3121","Organic Curried Lentil Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:53","2013-12-12 19:25:54","Organic_Curried_Lentil_Soup.jpg","image/jpeg","69706","2013-12-12 19:25:53","1",NULL
"16779",NULL,"29","3121","Organic Hearty Rustic Italian Vegetable","158",NULL,NULL,NULL,"2013-12-12 19:25:54","2013-12-12 19:25:56","Organic_Hearty_Rustic_Italian_Vegetable.jpg","image/jpeg","71172","2013-12-12 19:25:55","1",NULL
"16780",NULL,"29","3121","Indian Golden Lentil Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:56","2013-12-12 19:25:57","Indian_Golden_Lentil_Soup.jpg","image/jpeg","71073","2013-12-12 19:25:56","1",NULL
"16781",NULL,"29","3121","Organic Hearty Spanish Rice & Red Bean Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:57","2013-12-12 19:25:58","Organic_Hearty_Spanish_Rice___Red_Bean_Soup.jpg","image/jpeg","80050","2013-12-12 19:25:57","1",NULL
"16782",NULL,"29","3121","Organic Summer Corn & Vegetable Soup","158",NULL,NULL,NULL,"2013-12-12 19:25:58","2013-12-12 19:25:59","Organic_Summer_Corn___Vegetable_Soup.jpg","image/jpeg","67389","2013-12-12 19:25:58","1",NULL
"16783",NULL,"17","3121","Refried Beans With Green Chiles Organic","134",NULL,"0",NULL,"2013-12-12 19:25:59","2014-01-15 17:59:21","Refried_Beans_with_Green_Chiles_Organic.jpg","image/jpeg","88686","2014-01-15 17:59:19","1",NULL
"16784",NULL,"17","3121","Traditional Refried Beans Organic","134",NULL,"0",NULL,"2013-12-12 19:25:59","2014-01-15 17:58:55","Traditional_Refried_Beans_Organic.jpg","image/jpeg","100667","2014-01-15 17:58:54","1",NULL
"16785",NULL,"17","3121","Vegetarian Baked Beans Organic","134",NULL,"0",NULL,"2013-12-12 19:25:59","2014-01-15 17:58:30","_Vegetarian_Baked_Beans_Organic.jpg","image/jpeg","71680","2014-01-15 17:58:29","1",NULL
"16786",NULL,"17","3121","Refried Black Beans Organic","134",NULL,"0",NULL,"2013-12-12 19:25:59","2014-01-15 17:58:12","Refried_Black_Beans_Organic_.jpg","image/jpeg","90981","2014-01-15 17:58:10","1",NULL
"16787",NULL,"17","3121","Light In Sodium - Refried Black Beans Organic","134",NULL,"0",NULL,"2013-12-12 19:25:59","2014-01-15 17:57:53","Light_in_Sodium_-_Refried_Black_Beans_Organic_.jpg","image/jpeg","83264","2014-01-15 17:57:51","1",NULL
"16788",NULL,"17","3121","Light In Sodium - Traditional Refried Beans Organic","134",NULL,"0",NULL,"2013-12-12 19:25:59","2014-01-15 17:57:33","Light_in_Sodium_-_Traditional_Refried_Beans_Organic.jpg","image/jpeg","88782","2014-01-15 17:57:32","1",NULL
"16789",NULL,"3","3123","New Zealand Butter","107",NULL,"0",NULL,"2013-12-12 19:25:59","2014-01-16 12:27:18","Anchor_Butter_Ghee_NewZealandButter.jpg","image/jpeg","108036","2014-01-16 12:27:17","1",NULL
"16790",NULL,"17","3124","Organic Quinoa","133",NULL,NULL,NULL,"2013-12-12 19:25:59","2013-12-12 19:26:00","Organic_Quinoa.jpg","image/jpeg","65310","2013-12-12 19:25:59","1",NULL
"16791",NULL,"17","3124","Organic Quinoa Flakes","133",NULL,NULL,NULL,"2013-12-12 19:26:00","2013-12-12 19:26:02","Organic_Quinoa_Flakes.jpg","image/jpeg","67280","2013-12-12 19:26:00","1",NULL
"16792",NULL,"3","3125","Organic Ghee","107",NULL,"0",NULL,"2013-12-12 19:26:02","2014-01-16 12:27:55","AncientOrganics_Butter_Ghee_OrganicGhee.jpg","image/jpeg","87406","2014-01-16 12:27:54","1",NULL
